,ship_key,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi,ship_name,ship_type
270,270,T3Y1,18,2001,203.0,43.0,191020.0,diesel,395249404,MAERSK LOTA,Container ship
271,271,IWGQ,20,1997,334.0,47.0,180678.0,lng,777901997,MAERSK LABERINTO,Container ship
272,272,YARG,18,2000,293.0,38.0,135597.0,diesel,260098605,MAERSK LINS,Container ship
273,273,55TK,25,2004,152.0,37.0,241562.0,gasoline,479835559,MAERSK LAMANAI,Container ship
274,274,P5G7,19,2004,206.0,36.0,146788.0,gasoline,387693989,MAERSK LABREA,Container ship
275,275,RRSQ,24,2019,95.0,17.0,8873.0,diesel/electric,516739356,DALMACIJA,Chemical tanker
276,276,32YY,20,2016,364.0,36.0,377298.0,diesel/electric,794179220,MINERAL CHARLIE,Bulk carrier
277,277,ZUVA,22,2008,101.0,20.0,22994.0,lng,210853894,UNIQUE INFINITY,Chemical tanker
278,278,54NX,26,2017,129.0,16.0,5623.0,lng,393021098,FAIRCHEM ALDEBARAN,Chemical tanker
279,279,SCJR,21,2006,326.0,49.0,240918.0,diesel/electric,601694182,KN FUTURE,Bulk carrier
280,280,Q1X1,19,2003,241.0,41.0,139971.0,diesel,209164797,MAERSK CUNENE,Container ship
281,281,D9EM,23,2015,224.0,33.0,68112.0,gasoline,467429188,SCF PROGRESS,Oil tanker
282,282,ROQ2,22,2016,346.0,40.0,267375.0,lng,272124262,INTERLINK EQUITY,Bulk carrier
283,283,7DHW,26,2008,364.0,40.0,222171.0,gasoline,666404564,INTERLINK LEVITY,Bulk carrier
284,284,S64G,22,2018,354.0,33.0,326001.0,diesel/electric,325011640,IKAN PARANG,Bulk carrier
285,285,54RN,18,2010,233.0,30.0,117812.0,electric,700748897,ALMI HORIZON,Oil tanker
286,286,Q4X9,19,2009,226.0,30.0,56903.0,electric,646521320,ALMI GALAXY,Oil tanker
287,287,SH2J,19,2008,218.0,30.0,109598.0,lng,645775094,ALMI GLOBE,Oil tanker
288,288,SK49,22,2017,234.0,35.0,61535.0,lng,565215374,ALMI SKY,Oil tanker
289,289,WE77,25,2010,206.0,32.0,129414.0,electric,680229540,ALMI SUN,Oil tanker
290,290,WDBL,20,2014,236.0,33.0,120619.0,diesel,556672361,ALMI EXPLORER,Oil tanker
291,291,QIQM,20,2010,203.0,31.0,103196.0,electric,737268824,ALMI ODYSSEY,Oil tanker
292,292,VF53,20,2011,222.0,32.0,60442.0,electric,303713492,ALMI NAVIGATOR,Oil tanker
293,293,WR5J,25,2015,224.0,33.0,90818.0,diesel,206876007,ALMI VOYAGER,Oil tanker
294,294,NCA7,25,2005,109.0,17.0,6109.0,gasoline,317518599,FPMC 29,Chemical tanker
295,295,B7NT,25,2015,362.0,40.0,204421.0,diesel,736071749,DVADESETPRVI MAJ,Bulk carrier
296,296,2UTA,26,2019,358.0,42.0,352493.0,diesel/electric,702117024,NORD SEAL,Bulk carrier
297,297,RWCR,22,2012,359.0,49.0,222629.0,diesel,421113402,PORT STAR,Bulk carrier
298,298,R9QM,26,2013,202.0,37.0,91450.0,electric,639779794,ALMI HYDRA,Oil tanker
299,299,ALS4,23,2018,240.0,34.0,110204.0,diesel/electric,544267667,MONTESPERANZA,Oil tanker
300,300,KU0O,20,2019,228.0,34.0,115735.0,gasoline,765953185,BRIGHTWAY,Oil tanker
301,301,LW3D,23,2005,234.0,31.0,96065.0,diesel/electric,297174858,NORDIC ZENITH,Oil tanker
302,302,2ZK8,19,2006,206.0,35.0,82713.0,diesel,718367098,FAIRWAY,Oil tanker
303,303,8PI1,26,2004,228.0,36.0,68070.0,lng,257460397,KING GREGORY,Oil tanker
304,304,OK3N,24,2018,210.0,35.0,117613.0,gasoline,283392346,LADY MALOU,Oil tanker
305,305,3PHI,22,2014,356.0,42.0,383197.0,diesel/electric,391386189,DARYA MA,Bulk carrier
306,306,2XMU4,26,2019,229.0,35.0,76126.0,electric,705900399,NISSOS SERIFOS,Oil tanker
307,307,I6SL1,24,2010,212.0,34.0,70097.0,electric,794071168,NISSOS PAROS,Oil tanker
308,308,J2LWG,22,2016,210.0,31.0,57795.0,diesel/electric,328979922,NISSOS DELOS,Oil tanker
309,309,D01XC,19,2010,319.0,36.0,255795.0,electric,413680218,KOTA BAGUS,Combination carrier
310,310,Z1FBE,20,2016,360.0,43.0,262427.0,electric,785594767,VECTIS EAGLE,General cargo ship
311,311,JRXP3,26,2015,349.0,36.0,243580.0,gasoline,394382333,VECTIS FALCON,General cargo ship
312,312,CWLGR,24,2008,212.0,35.0,120700.0,diesel/electric,268160315,EAGLE SAN ANTONIO,Oil tanker
313,313,N4K0H,22,2006,205.0,34.0,119850.0,gasoline,276762987,EAGLE SAN DIEGO,Oil tanker
314,314,62JL6,25,2016,210.0,37.0,64951.0,diesel,644383680,FULHAM ROAD,Oil tanker
315,315,Y6NEL,19,2014,340.0,37.0,341749.0,lng,674857634,IONIC HALO,Bulk carrier
316,316,OGYN3,21,2019,346.0,36.0,300107.0,lng,279240219,IONIC HUNTRESS,Bulk carrier
317,317,5FVOJ,19,2013,358.0,36.0,245854.0,diesel/electric,643926945,NORDRHONE,Bulk carrier
318,318,7ZVDM,18,2013,329.0,46.0,302169.0,diesel/electric,221347433,NORDSEINE,Bulk carrier
319,319,1TUTQ,25,2008,118.0,16.0,11242.0,diesel/electric,495461917,HOUYOSHI EXPRESS II,Chemical tanker
320,320,JZ3HV,18,2010,231.0,37.0,52138.0,gasoline,209366005,RED,Oil tanker
321,321,APYFA,18,1998,216.0,47.0,187067.0,diesel,443892200,APL NEW YORK,Container ship
322,322,EN8NI,23,2013,267.0,42.0,152718.0,electric,573824021,APL PHOENIX,Container ship
323,323,5NXIJ,23,2011,320.0,48.0,398049.0,electric,526037575,FIORELA,Bulk carrier
324,324,XJU4A,25,2011,201.0,34.0,50878.0,electric,347004143,FRONT IDUN,Oil tanker
325,325,MT9KN,22,2013,330.0,48.0,121844.0,diesel/electric,508732536,APL PARIS,Container ship
326,326,8O4T5,20,2010,303.0,47.0,177376.0,gasoline,773454441,APL DUBLIN,Container ship
327,327,FND6W,23,2005,126.0,15.0,14098.0,electric,731622487,JO ROWAN,Chemical tanker
328,328,LHCAR,22,2019,106.0,18.0,18147.0,diesel,421966445,JO REDWOOD,Chemical tanker
329,329,606FE,19,2017,345.0,48.0,378127.0,diesel/electric,382744797,YANGZE 12,Bulk carrier
330,330,JDCZL,21,2011,354.0,41.0,343849.0,diesel,345707675,BLUMENAU,Bulk carrier
331,331,YZUX5,20,2012,340.0,34.0,215735.0,diesel,371903643,BELO HORIZONTE,Bulk carrier
332,332,9O5L5,25,2005,355.0,48.0,343232.0,electric,341913502,VALOVINE,Bulk carrier
333,333,M6YNI,18,2010,214.0,34.0,120708.0,gasoline,526598846,BW KESTREL,Oil tanker
334,334,N80BI,19,2016,209.0,37.0,54137.0,diesel,539335178,EPHESOS,Oil tanker
335,335,LC314,21,2012,361.0,42.0,202289.0,electric,661299872,IONIC HAWK,Bulk carrier
336,336,S1UGY,20,2006,233.0,31.0,77475.0,diesel,730292183,NIKOLAY ZUYEV,Oil tanker
337,337,KSWJK,24,2004,231.0,37.0,125877.0,diesel,393541303,VIKTOR BAKAEV,Oil tanker
338,338,B2KOQ,18,2011,322.0,42.0,387367.0,gasoline,718064540,SEA MARATHON,Bulk carrier
339,339,JBPMM,26,2002,349.0,41.0,257185.0,diesel,207189043,LEVERKUSEN EXPRESS,Container ship
340,340,0MC70,19,1997,228.0,39.0,164169.0,diesel,376111041,ULSAN EXPRESS,Container ship
341,341,5I02L,25,2011,324.0,45.0,108253.0,gasoline,711282911,SAGA FUTURE,General cargo ship
342,342,XWGL7,25,2010,299.0,46.0,239795.0,electric,669689486,SAGA FALCON,General cargo ship
343,343,6QO12,18,2007,306.0,33.0,107525.0,diesel/electric,568466563,SAGA FRIGG,General cargo ship
344,344,6TU6M,20,2015,352.0,42.0,151444.0,lng,793669888,SAGA FJORD,General cargo ship
345,345,MM6ZH,23,2005,356.0,40.0,105804.0,diesel,316663257,SAGA FRAM,General cargo ship
346,346,4CPZW,26,2016,364.0,35.0,348893.0,gasoline,449689153,ERASMOS,Bulk carrier
347,347,INS2V,19,2013,136.0,24.0,56625.0,diesel,245702382,CORAL ENERGY,Gas carrier
348,348,HMSQ8,20,2014,233.0,32.0,104730.0,diesel/electric,307919124,HAFNIA LIBRA,Oil tanker
349,349,5O71E,19,2015,122.0,19.0,28305.0,gasoline,667596822,YASA HAWK,Chemical tanker
350,350,AODX0,22,2005,118.0,17.0,33129.0,diesel,246531317,YASA SEAGULL,Chemical tanker
351,351,M3BM8,23,2009,172.0,44.0,81046.0,gasoline,669788602,MAERSK MC-KINNEY MOLLER,Container ship
352,352,8S9XS,26,2019,256.0,36.0,199059.0,lng,246442434,MAJESTIC MAERSK,Container ship
353,353,BWCJA,24,2017,336.0,33.0,203439.0,gasoline,649372784,MARY MAERSK,Container ship
354,354,MPD2H,25,2007,318.0,33.0,210286.0,diesel/electric,564407802,MARIE MAERSK,Container ship
355,355,V1687,19,2008,211.0,37.0,237800.0,diesel/electric,764192314,MADISON MAERSK,Container ship
356,356,JSSBF,19,2003,222.0,43.0,176312.0,gasoline,730758460,MAGLEBY MAERSK,Container ship
357,357,OXHRS,23,2010,184.0,46.0,269700.0,electric,786131913,MARIBO MAERSK,Container ship
358,358,CX54Q,25,2012,279.0,37.0,156699.0,diesel/electric,638117712,MARSTAL MAERSK,Container ship
359,359,I04Y5,22,2005,297.0,49.0,265369.0,electric,205301113,MATZ MAERSK,Container ship
360,360,1QP51,22,2001,161.0,38.0,266506.0,lng,537943464,MAYVIEW MAERSK,Container ship
361,361,CPSC7,20,2005,215.0,30.0,86103.0,gasoline,645936067,BORA BORA,Oil tanker
362,362,BSG10,25,2013,203.0,47.0,139506.0,lng,696808901,CAP SAN NICOLAS,Container ship
363,363,64WF5,24,2008,324.0,42.0,110211.0,diesel/electric,534750235,CAP SAN MARCO,Container ship
364,364,5W1Q6,23,1998,299.0,50.0,227050.0,lng,671502482,CAP SAN LORENZO,Container ship
365,365,71EJQ,19,2008,233.0,40.0,198043.0,diesel/electric,372643562,CAP SAN AUGUSTIN,Container ship
366,366,W7WLL,21,2006,202.0,36.0,211818.0,electric,367894050,CAP SAN ANTONIO,Container ship
367,367,N69LE,23,2002,361.0,44.0,172272.0,gasoline,409118229,CAP SAN RAPHAEL,Container ship
368,368,3E0VF,26,2011,361.0,41.0,339876.0,diesel,767535073,SUPER LUNA,Bulk carrier
369,369,6ZCXS,20,2000,364.0,44.0,238517.0,lng,323812686,VECTIS PRIDE,General cargo ship
370,370,RI9JN,22,2016,313.0,32.0,121242.0,diesel/electric,755798169,VECTIS PROGRESS,General cargo ship
371,371,AEB3Y,19,2005,334.0,37.0,238995.0,diesel,289736152,VECTIS ISLE,General cargo ship
372,372,INQXL,26,2011,119.0,19.0,5499.0,electric,710089575,SEAPRIDE,Chemical tanker
373,373,VK1AF,23,2012,212.0,33.0,117194.0,lng,494838181,STI AMBER,Oil tanker
374,374,BBBG1,21,2009,227.0,35.0,112890.0,diesel/electric,360216943,STI TOPAZ,Oil tanker
375,375,V540W,18,2013,232.0,36.0,56182.0,lng,531021133,STI RUBY,Oil tanker
376,376,IB71U,19,2015,202.0,37.0,115129.0,gasoline,735123427,STI GARNET,Oil tanker
377,377,1Q2OB,24,2009,216.0,36.0,67765.0,diesel/electric,231618643,STI ONYX,Oil tanker
378,378,L8N40,23,2012,120.0,19.0,57604.0,electric,699469213,CRYSTAL SUNRISE,Gas carrier
379,379,13C4S,23,2004,178.0,33.0,145515.0,gasoline,651654188,APL FULLERTON,Container ship
380,380,26Q8F,18,2005,306.0,32.0,265066.0,lng,573805666,APL SENTOSA,Container ship
381,381,5YXEB,22,2018,290.0,33.0,269087.0,lng,749822099,MERETE MAERSK,Container ship
382,382,QV0WP,23,2012,181.0,46.0,95134.0,diesel,242119840,MOGENS MAERSK,Container ship
383,383,BWHVT,26,1999,267.0,45.0,130928.0,diesel,351689868,MORTEN MAERSK,Container ship
384,384,9T5I1,25,2017,347.0,44.0,130401.0,diesel,685887071,MUNKEBO MAERSK,Container ship
385,385,NAJNE,24,1997,295.0,40.0,253916.0,lng,266535699,MAREN MAERSK,Container ship
386,386,8MS08,20,1998,279.0,37.0,138712.0,gasoline,550264778,MARGRETHE MAERSK,Container ship
387,387,K53AQ,20,2016,290.0,50.0,220355.0,diesel/electric,202208073,MARCHEN MAERSK,Container ship
388,388,4CC1Q,18,2016,195.0,50.0,122481.0,diesel,723954872,METTE MAERSK,Container ship
389,389,MT4HM,24,2007,323.0,45.0,243745.0,diesel,612386364,MARIT MAERSK,Container ship
390,390,MZCI4,26,2005,258.0,32.0,167029.0,lng,510626562,MATHILDE MAERSK,Container ship
391,391,R12K0,19,2013,227.0,36.0,180427.0,lng,667454635,APL DETROIT,Container ship
392,392,SYFW1,19,2012,273.0,43.0,120359.0,lng,564531362,APL MEXICO CITY,Container ship
393,393,RBM3M,24,2008,182.0,42.0,273398.0,lng,714039252,MAERSK RUBICON,Container ship
394,394,1RNZ6,21,2010,207.0,33.0,52729.0,electric,282826137,BW CHEETAH,Oil tanker
395,395,CM3T0,24,2011,210.0,34.0,100191.0,gasoline,511490256,BW TIGER,Oil tanker
396,396,OJ9HA,22,2004,220.0,32.0,115274.0,diesel,208157919,BW JAGUAR,Oil tanker
397,397,8NLZ8,26,2012,359.0,40.0,201797.0,lng,324081897,AIDAPERLA,Passenger ship
398,398,HQWQJ,19,2008,120.0,16.0,11677.0,diesel/electric,253667746,ARDMORE SEAVANTAGE,Chemical tanker
399,399,AC0CA,20,2003,362.0,47.0,172185.0,lng,499943118,SAGA FORTUNE,General cargo ship
400,400,O7HZK,26,2016,178.0,19.0,36765.0,electric,301010107,FRIJSENBORG,Ro-ro ship
401,401,P7IA8,23,2013,225.0,30.0,68363.0,electric,782828507,AFFINITY V,Oil tanker
402,402,KN857,26,2014,204.0,34.0,98285.0,gasoline,528226241,SPIRIT II,Oil tanker
403,403,L6FBT,19,2005,214.0,30.0,128431.0,gasoline,385255737,AEGEAN DREAM,Oil tanker
404,404,37ATA,20,2013,201.0,33.0,70424.0,electric,572327378,AEGEAN VISION,Oil tanker
405,405,5Y56Q,24,2018,228.0,31.0,124667.0,gasoline,203135075,STI LE ROCHER,Oil tanker
406,406,WXBOI,22,2014,224.0,33.0,99824.0,diesel,246109615,STI FONTVIEILLE,Oil tanker
407,407,68CBX,24,2004,239.0,34.0,52256.0,lng,320957491,STI VILLE,Oil tanker
408,408,2JPR8,23,2013,357.0,48.0,315621.0,electric,408828909,APOLLON,Bulk carrier
409,409,E9OJC,25,2005,350.0,36.0,273013.0,diesel,385621923,ORPHEUS,Bulk carrier
410,410,34GL1,18,2007,354.0,48.0,295371.0,gasoline,611118854,ARDENNES,Bulk carrier
411,411,FC3MR,24,2017,340.0,43.0,235107.0,gasoline,380865332,ABYSSINIAN,Bulk carrier
412,412,ODU7A,24,2012,344.0,32.0,326725.0,electric,409116221,ASTURCON,Bulk carrier
413,413,528CF,26,2009,352.0,34.0,207809.0,lng,784403904,AZTECA,Bulk carrier
414,414,IVJEC,21,2004,251.0,36.0,101288.0,gasoline,250629465,MSC VENICE,Container ship
415,415,7DUOH,18,2010,345.0,49.0,234270.0,diesel/electric,707815349,STRATEGIC ALLIANCE,Bulk carrier
416,416,LOLL3,19,2004,361.0,37.0,290069.0,gasoline,695364705,STRATEGIC SYNERGY,Bulk carrier
417,417,85YNC,18,2009,340.0,32.0,337225.0,lng,361602367,STRATEGIC UNITY,Bulk carrier
418,418,2N78O,26,2019,361.0,45.0,315684.0,diesel,480937452,STRATEGIC VENTURE,Bulk carrier
419,419,D5TXT,25,2012,294.0,38.0,22347.0,diesel/electric,744893044,ENERGY ATLANTIC,LNG carrier
420,420,KBXUP,19,2016,355.0,42.0,239005.0,gasoline,416745242,ARKLOW SPIRIT,Bulk carrier
421,421,Z6ALL,26,2012,363.0,49.0,266751.0,gasoline,541969886,ARKLOW SPRAY,Bulk carrier
422,422,81H5A,25,2008,324.0,34.0,205632.0,gasoline,371734415,NORDIC SEOUL,Bulk carrier
423,423,SFHFP,22,2008,348.0,38.0,257981.0,diesel,290598961,NORDIC BUSAN,Bulk carrier
424,424,CZNJ0,20,2018,310.0,41.0,155978.0,gasoline,455630375,AL-MOTHANNA,General cargo ship
425,425,OBCEY,21,2010,222.0,32.0,107628.0,lng,558666923,AL DASMA,Oil tanker
426,426,7HG7F,20,2013,100.0,20.0,24394.0,lng,740942163,ARDMORE ENTERPRISE,Chemical tanker
427,427,SAYY6,20,2009,214.0,33.0,109874.0,diesel,572170983,ARDMORE ENCOUNTER,Oil tanker
428,428,3691N,25,2007,93.0,18.0,20579.0,diesel/electric,550907124,ARDMORE EXPORTER,Chemical tanker
429,429,EWEEU,20,2008,224.0,31.0,76795.0,electric,479246743,ARDMORE ENGINEER,Oil tanker
430,430,VEKYD,26,2013,342.0,48.0,240522.0,diesel,498105133,ABTENAUER,Bulk carrier
431,431,U7E1B,26,2011,354.0,38.0,318015.0,diesel/electric,795544188,SSI RELIANCE,Bulk carrier
432,432,T6ALT,20,2000,139.0,36.0,57756.0,diesel,507708145,SIBUR VORONEZH,Gas carrier
433,433,ZGGDQ,23,2002,162.0,30.0,50642.0,gasoline,673057191,SIBUR TOBOL,Gas carrier
434,434,KJJEM,25,2010,234.0,33.0,60936.0,diesel,245209416,BURGAN,Oil tanker
435,435,TQ32C,20,2007,203.0,34.0,106188.0,gasoline,580465201,BUBYAN,Oil tanker
436,436,FNXGA,22,2008,206.0,30.0,85549.0,diesel,551411347,KAIFAN,Oil tanker
437,437,AMQMF,22,2014,335.0,35.0,270999.0,diesel,698898506,WUCHANG,Bulk carrier
438,438,AYQTV,21,2005,361.0,40.0,249579.0,gasoline,420969442,WUHU,Bulk carrier
439,439,M7XJH,25,2004,358.0,49.0,381440.0,diesel,305992344,WULIN,Bulk carrier
440,440,YYUGF,25,2008,121.0,23.0,57976.0,diesel/electric,644965608,ECO DREAM,Gas carrier
441,441,2Y6DD,25,2013,229.0,21.0,66772.0,lng,224955483,ECO GREEN,Gas carrier
442,442,3A4MN,22,2005,362.0,48.0,290749.0,diesel,717355323,CRYSTALIA,Bulk carrier
443,443,5T5AD,19,2017,364.0,46.0,379393.0,lng,495789213,ATALANDI,Bulk carrier
444,444,5J904,21,2013,362.0,49.0,280757.0,electric,604883914,FEDERAL TYNE,Bulk carrier
445,445,CF84L,21,2018,318.0,49.0,225314.0,electric,618409157,SAGA FANTASY,General cargo ship
446,446,A7L0E,24,2008,351.0,49.0,259535.0,diesel/electric,482290999,NORD EVEREST,Bulk carrier
447,447,9TKDG,22,2007,128.0,19.0,63612.0,lng,767729410,WAASMUNSTER,Gas carrier
448,448,ZWVW9,19,2007,216.0,35.0,126494.0,gasoline,511705105,THE BLACKSMITH,Oil tanker
449,449,19G3K,26,2013,230.0,31.0,119119.0,diesel/electric,533240054,THE DIPLOMAT,Oil tanker
450,450,03KTK,25,2014,358.0,35.0,232536.0,gasoline,254021214,WL LADOGA,Bulk carrier
451,451,AA89I,25,2016,328.0,36.0,269566.0,gasoline,564855349,ATLANTIC SPIRIT,Bulk carrier
452,452,9YLDE,22,2007,215.0,33.0,50359.0,diesel/electric,716390551,AMAZON VICTORY,Oil tanker
453,453,OJ3WP,20,2015,153.0,30.0,61443.0,gasoline,558187278,ATLANTIC GAS,Gas carrier
454,454,9UMTD,23,2002,138.0,27.0,65242.0,lng,585204900,ADRIATIC GAS,Gas carrier
455,455,532S0,26,2009,363.0,34.0,272646.0,gasoline,608205323,DODO,Bulk carrier
456,456,E5MNN,23,2019,336.0,41.0,237495.0,diesel/electric,543850744,CANO,Bulk carrier
457,457,NSBQF,25,2006,324.0,40.0,345774.0,diesel,482408075,GH DANZERO,Bulk carrier
458,458,LUDBC,19,2011,336.0,41.0,236412.0,lng,485808988,GH STORM CAT,Bulk carrier
459,459,A9Q1Y,26,2006,326.0,38.0,351636.0,gasoline,323234048,CLIPPER KALAVRYTA,Bulk carrier
460,460,X2OLO,25,2018,349.0,32.0,370245.0,diesel/electric,386787751,CLEAR SKY,Bulk carrier
461,461,UKPRC,23,2010,359.0,37.0,394793.0,diesel,510856700,NORD KITAN,Bulk carrier
462,462,79RA1,20,2017,210.0,34.0,117065.0,gasoline,250905606,FRONT LION,Oil tanker
463,463,76H3U,21,2004,216.0,30.0,120139.0,lng,531677181,FRONT PANTHER,Oil tanker
464,464,TA43P,25,2004,205.0,31.0,73944.0,gasoline,387744675,FRONT TIGER,Oil tanker
465,465,JZI99,24,2015,325.0,47.0,374937.0,gasoline,694119776,SSI DIGNITY,Bulk carrier
466,466,6F11N,24,2011,333.0,45.0,196502.0,lng,701204296,THALASSA PATRIS,Container ship
467,467,Q6JEM,25,2014,277.0,37.0,202262.0,lng,413735936,THALASSA PISTIS,Container ship
468,468,CFUQC,23,2010,155.0,35.0,201067.0,diesel,551304899,THALASSA ELPIDA,Container ship
469,469,YXMVT,21,2014,307.0,45.0,109900.0,diesel,433976395,THALASSA AVRA,Container ship
470,470,9TYQA,18,2018,183.0,43.0,109640.0,diesel,303422933,THALASSA NIKI,Container ship
471,471,XMZTR,18,2011,348.0,33.0,381937.0,gasoline,592379317,SPRING OASIS,Bulk carrier
472,472,B55JD,21,2008,127.0,20.0,29306.0,gasoline,236020203,STENA IMPERATIVE,Chemical tanker
473,473,AX3XM,19,2009,116.0,19.0,20114.0,lng,625342046,STENAWECO IMPULSE,Chemical tanker
474,474,8S1V7,19,2018,356.0,48.0,213682.0,diesel,576611229,AFRICAN HHB,Bulk carrier
475,475,W10J1,19,2008,353.0,36.0,275098.0,gasoline,703116504,AFRICAN KALMIA,Bulk carrier
476,476,MQ3YP,19,2005,327.0,35.0,345503.0,diesel,623566119,AFRICAN MAGNOLIA,Bulk carrier
477,477,90C02,20,2009,326.0,34.0,333088.0,electric,530358031,MIDLAND TRADER,Bulk carrier
478,478,5MZNK,18,2000,162.0,32.0,239936.0,gasoline,521579503,THALASSA MANA,Container ship
479,479,7IKQD,26,2011,247.0,46.0,205825.0,diesel,552752701,THALASSA TYHI,Container ship
480,480,CO5ED,20,2016,284.0,49.0,129490.0,gasoline,484594083,THALASSA DOXA,Container ship
481,481,TKQ9G,25,2009,327.0,41.0,203995.0,lng,442882370,THALASSA AXIA,Container ship
482,482,UHGMR,26,2014,132.0,31.0,18791.0,diesel/electric,693988523,FREMANTLE HIGHWAY,Vehicle carrier
483,483,X1S5L,24,2011,140.0,20.0,58481.0,diesel/electric,786164027,MONSOON,Gas carrier
484,484,H9NVP,20,2010,90.0,15.0,27868.0,diesel/electric,204995556,ARDMORE ENDEAVOUR,Chemical tanker
485,485,K0B1S,24,2018,359.0,44.0,326110.0,lng,716701156,ASIA RUBY II,Bulk carrier
486,486,MVFGO,23,2008,334.0,40.0,369897.0,gasoline,487283479,ASIA RUBY IV,Bulk carrier
487,487,07F9J,19,2006,346.0,39.0,345394.0,diesel/electric,546653346,MELBOURNE SPIRIT,Bulk carrier
488,488,743UX,25,2014,355.0,46.0,384109.0,diesel/electric,369568810,TOKYO SPIRIT,Bulk carrier
489,489,DR698,19,2010,106.0,18.0,17851.0,electric,729161840,CIELO DI GAETA,Chemical tanker
490,490,ZHFGT,25,2010,99.0,18.0,23380.0,gasoline,616329775,CIELO DI NEW YORK,Chemical tanker
491,491,CDT3J,21,2006,222.0,31.0,64521.0,electric,595378140,GREEN PLANET,Oil tanker
492,492,CZMRU,20,2007,223.0,32.0,79442.0,diesel/electric,574238864,STI DUCHESSA,Oil tanker
493,493,OENTZ,19,2019,107.0,17.0,10490.0,diesel/electric,333308073,ATLANTIC STAR,Container/ro-ro cargo ship
494,494,496ND,20,2019,175.0,24.0,20010.0,gasoline,721313445,ATLANTIC SAIL,Container/ro-ro cargo ship
495,495,5CM97,23,2018,135.0,18.0,20249.0,gasoline,759125974,ATLANTIC SEA,Container/ro-ro cargo ship
496,496,XH61P,22,2016,146.0,20.0,18476.0,electric,787901082,ATLANTIC SKY,Container/ro-ro cargo ship
497,497,83A3D,23,2001,156.0,28.0,10165.0,gasoline,773447397,ATLANTIC SUN,Container/ro-ro cargo ship
498,498,UAE0S,24,2011,350.0,43.0,343633.0,electric,213121674,VENTURE GOAL,Bulk carrier
499,499,OY4GI,20,2010,365.0,41.0,289822.0,diesel,227808853,VENTURE LUCK,Bulk carrier
500,500,DSG95,25,2016,334.0,40.0,235575.0,electric,545492630,VENTURE HARMONY,Bulk carrier
501,501,NE7NQ,21,2012,354.0,40.0,364440.0,electric,478427404,VENTURE DYLAN,Bulk carrier
502,502,LA9P6,22,2019,325.0,46.0,256715.0,lng,348035413,VENTURE SPIRIT,Bulk carrier
503,503,V0ZDE,23,2012,352.0,46.0,261751.0,gasoline,647482563,VENTURE JOY,Bulk carrier
504,504,NSNVK,18,2014,363.0,45.0,245573.0,gasoline,711262945,FEDERAL CHAMPLAIN,Bulk carrier
505,505,1WTVE,18,2011,332.0,34.0,208344.0,lng,631622241,FEDERAL CHURCHILL,Bulk carrier
506,506,SZVFN,26,2006,365.0,48.0,246185.0,diesel,573334604,FEDERAL CLYDE,Bulk carrier
507,507,9HR5O,24,2004,361.0,34.0,324586.0,diesel,324458103,FEDERAL COLUMBIA,Bulk carrier
508,508,LXRG0,26,2018,323.0,39.0,277471.0,lng,412446808,FEDERAL CARIBOU,Bulk carrier
509,509,6728Y,19,2010,338.0,48.0,295233.0,diesel,302092290,FEDERAL CEDAR,Bulk carrier
510,510,7RPSS,20,2012,354.0,39.0,323271.0,lng,560166330,ALPHA HERO,Bulk carrier
511,511,QHQVP,21,2006,328.0,44.0,355913.0,lng,269963080,RIO GRITA,Bulk carrier
512,512,OHGXH,18,2007,353.0,49.0,230352.0,diesel/electric,394663864,RIO TAMARA,Bulk carrier
513,513,YWWXO,20,2009,362.0,47.0,305471.0,diesel/electric,413636884,STAR LYDIA,Bulk carrier
514,514,QUWPY,19,2016,359.0,41.0,385582.0,lng,660789007,NEFELI.GR,Bulk carrier
515,515,5GADA,20,2012,359.0,48.0,380826.0,gasoline,313299385,ECHO.GR,Bulk carrier
516,516,ZOTCE,26,2016,351.0,41.0,208787.0,electric,223321059,POLA ONEGA,Bulk carrier
517,517,CRMIM,25,2013,321.0,48.0,256041.0,electric,506093386,WL UGLICH,Bulk carrier
518,518,S65HF,22,2004,346.0,42.0,271409.0,diesel,446476147,WL MUROM,Bulk carrier
519,519,GH7CH,22,2010,349.0,49.0,319379.0,gasoline,571539224,WL PALEKH,Bulk carrier
520,520,6BTYB,21,2007,356.0,48.0,151200.0,gasoline,612194228,APL DANUBE,Container ship
521,521,9BA16,23,2007,334.0,44.0,109457.0,diesel/electric,535964893,CMA CGM RHONE,Container ship
522,522,X62IU,23,2019,127.0,17.0,32605.0,diesel,203535209,HIGH FREEDOM,Chemical tanker
