imo,ship_name,type,issue,expiry,technical_efficiency_number
9741504,QING PING SHAN,Bulk carrier,2021-04-23,2022-06-30,3.99
9741516,QING YUN SHAN,Bulk carrier,2021-04-22,2022-06-30,3.95
9741528,QING HUA SHAN,Bulk carrier,2021-04-23,2022-06-30,3.87
9741530,QING QUAN SHAN,Bulk carrier,2021-04-22,2022-06-30,3.89
9741700,NORDTIGRIS,Bulk carrier,2021-10-05,2022-06-30,5.03
9741712,NORDORINOCO,Bulk carrier,2021-10-05,2022-06-30,5.07
9741724,POLA MONACO,Bulk carrier,2021-07-20,2022-06-30,13.54
9741736,KITE BAY,Bulk carrier,2021-08-05,2022-06-30,4.66
9741815,PRIMERO,Oil tanker,2021-10-03,2022-06-30,3.29
9741865,NORDTAJO,Bulk carrier,2021-08-05,2022-06-30,4.7
9741877,NORDMOSEL,Bulk carrier,2021-07-05,2022-06-30,4.73
9742065,MTM TORTOLA,Chemical tanker,2021-06-30,2022-06-30,6.91
9742211,CHASELKA,Oil tanker,2021-09-03,2022-06-30,2.93
9742314,NAVIGATOR NOVA,Gas carrier,2021-04-26,2022-06-30,8.57
9742326,NAVIGATOR PROMINENCE,Gas carrier,2021-04-26,2022-06-30,8.61
9742405,ULTRA DURBAN,Bulk carrier,2021-05-17,2022-06-30,10.2
9742429,THORCO LOHAS,Bulk carrier,2021-04-30,2022-06-30,10.3
9742651,TR PRINCE,Bulk carrier,2021-08-06,2022-06-30,3.91
9742728,HEDWIG OLDENDORFF,Bulk carrier,2021-06-05,2022-06-30,2.11
9742807,CASTILLO DE MERIDA,LNG carrier,2021-03-23,2022-06-30,3.94
9742819,CASTILLO DE CALDELAS,LNG carrier,2021-04-18,2022-06-30,3.97
9742895,DIAMONDWAY,Oil tanker,2021-12-05,2022-06-30,2.71
9742900,GOLDWAY,Oil tanker,2021-12-05,2022-06-30,2.71
9742912,SILVERWAY,Oil tanker,2021-11-05,2022-06-30,2.7
9742950,RONG AN CHENG,Other ship types,2021-04-22,2022-06-30,4.68
9742962,RUI AN CHENG,Other ship types,2021-04-22,2022-06-30,4.61
9742974,PING AN CHENG,Other ship types,2021-04-22,2022-06-30,4.55
9742986,GUANG AN CHENG,Other ship types,2021-04-22,2022-06-30,4.68
9742998,CHANG AN CHENG,Other ship types,2021-04-22,2022-06-30,4.74
9743150,GOLDEN NIMBUS,Bulk carrier,2021-03-16,2022-06-30,2.42
9743162,GOLDEN ARCUS,Bulk carrier,2021-03-26,2022-06-30,2.4
9743186,FRONT CRYSTAL,Oil tanker,2021-04-26,2022-06-30,2.65
9743198,GOLDEN INCUS,Bulk carrier,2021-03-16,2022-06-30,2.41
9743203,FRONT CORAL,Oil tanker,2021-04-26,2022-06-30,2.63
9743215,WESTERN MIAMI,Bulk carrier,2021-04-29,2022-06-30,4.61
9743227,HAMBURG WAY,Bulk carrier,2021-04-23,2022-06-30,4.64
9743265,NEW ORLEANS,Bulk carrier,2021-03-17,2022-06-30,2.46
9743291,CHOW,Bulk carrier,2021-04-29,2022-06-30,2.45
9743473,MIMMI SCHULTE,Container ship,2021-04-30,2022-06-30,13.86
9743502,MANDALAY,Container ship,2021-02-05,2022-06-30,14.08
9743588,SHANGHAI EAGLE,Bulk carrier,2021-03-24,2022-06-30,3.84
9743590,HONG KONG EAGLE,Bulk carrier,2021-03-23,2022-06-30,3.81
9743746,ORIENTAL SAKURA,Chemical tanker,2021-04-30,2022-06-30,8.44
9743758,CHEMICAL CHALLENGER,Chemical tanker,2021-04-30,2022-06-30,8.5
9743760,ORIENTAL JASMINE,Chemical tanker,2021-02-15,2022-06-30,8.46
9743825,BRILLANTE,Chemical tanker,2021-04-26,2022-06-30,5.12
9743837,CONCERTO,Chemical tanker,2021-08-03,2022-06-30,5.23
9743849,BOCHEM LONDON,Chemical tanker,2021-07-04,2022-06-30,7.22
9743916,GASCHEM ORCA,Gas carrier,2021-04-27,2022-06-30,10.59
9743928,GASCHEM BELUGA,Gas carrier,2021-04-27,2022-06-30,10.69
9743980,RB ARIANA,Bulk carrier,2021-04-28,2022-06-30,3.25
9744013,GASLOG GENOA,LNG carrier,2021-05-04,2022-06-30,4.44
9744051,BELPAREIL,Bulk carrier,2021-04-29,2022-06-30,3.94
9744087,BELMONT,Bulk carrier,2021-04-29,2022-06-30,3.92
9744128,AFRICA GAS,Gas carrier,2021-04-26,2022-06-30,7.45
9744752,CAPTAIN D,Bulk carrier,2021-04-29,2022-06-30,5.69
9744764,TIZIANA,Bulk carrier,2021-03-18,2022-06-30,5.58
9744776,GASCHEM DOLLART,Gas carrier,2021-04-22,2022-06-30,7.21
9744893,STOLT CALLUNA,Chemical tanker,2021-04-13,2022-06-30,4.83
9744908,STOLT EBONY,Chemical tanker,2021-04-13,2022-06-30,4.82
9744934,EMILIUS,Gas carrier,2021-06-05,2022-06-30,11.3
9744958,JS INEOS INNOVATION,Gas carrier,2021-04-28,2022-06-30,8.28
9744984,TIGER LILY,Bulk carrier,2021-04-30,2022-06-30,3.55
9744996,VIBEKE IRIS,Bulk carrier,2021-04-20,2022-06-30,3.55
9745225,AEGEAN MARATHON,Oil tanker,2021-07-04,2022-06-30,2.85
9745237,AEGEAN UNITY,Oil tanker,2021-07-04,2022-06-30,2.88
9745251,OLYMPIC FRIENDSHIP,Oil tanker,2021-05-04,2022-06-30,2.88
9745263,OLYMPIC FIGHTER,Oil tanker,2021-02-04,2022-06-30,2.9
9745500,CMA CGM PREGOLIA,Container ship,2021-05-16,2022-06-30,14.78
9745512,ARCTIC GAS,Gas carrier,2021-04-30,2022-06-30,8.75
9745524,PACIFIC GAS,Gas carrier,2021-04-30,2022-06-30,8.46
9745536,BERING GAS,Gas carrier,2021-04-30,2022-06-30,8.64
9745548,CMA CGM NEVA,Container ship,2021-08-06,2022-06-30,15.5
9745550,CMA CGM LOUGA,Container ship,2021-08-06,2022-06-30,14.9
9745653,MSC ROMANE,Container ship,2021-04-26,2022-06-30,11.2
9745926,FRONT ANTARES,Oil tanker,2021-04-26,2022-06-30,3.09
9746164,FAIRCHEM CUTLASS,Chemical tanker,2021-06-27,2022-06-30,7.17
9746176,SC PETREL,Chemical tanker,2021-04-26,2022-06-30,5.51
9746188,SC MERCURY,Chemical tanker,2021-04-26,2022-06-30,5.61
9746190,SC FALCON,Chemical tanker,2021-04-26,2022-06-30,5.56
9746205,ZIRCON,Chemical tanker,2021-06-22,2022-06-30,4.19
9746243,ELANDRA SPRUCE,Chemical tanker,2021-04-30,2022-06-30,4.2
9746255,LARGO SUN,Oil tanker,2021-05-21,2022-06-30,4.19
9746267,ELANDRA PALM,Chemical tanker,2021-04-30,2022-06-30,4.19
9746619,MILOS,Oil tanker,2021-04-28,2022-06-30,2.61
9746621,POLIEGOS,Oil tanker,2021-04-28,2022-06-30,2.62
9746683,ECO ARCTIC,Gas carrier,2021-04-20,2022-06-30,8.77
9746700,BULK HOLLAND,Bulk carrier,2021-04-30,2022-06-30,3.53
9746712,NORD GEMINI,Bulk carrier,2021-06-30,2022-06-30,3.52
9746803,AFROS,Bulk carrier,2021-04-19,2022-06-30,3.83
9747041,HILMA BULKER,Bulk carrier,2021-04-13,2022-06-30,5.35
9747053,HELGA BULKER,Bulk carrier,2021-01-02,2022-06-30,5.29
9747106,LIAN XI HU,Oil tanker,2021-04-22,2022-06-30,4.5
9747120,NORD OCEANIA,Chemical tanker,2021-08-06,2022-06-30,4.85
9747132,NORD OLYMPIA,Chemical tanker,2021-11-06,2022-06-30,5.59
9747156,WOODY,Bulk carrier,2021-05-04,2022-06-30,5.46
9747247,HAMBURG PEARL,Bulk carrier,2021-04-13,2022-06-30,4.63
9747338,PTI NILE,Chemical tanker,2021-02-24,2022-06-30,4.17
9747352,PTI DANUBE,Chemical tanker,2021-02-24,2022-06-30,4.17
9747429,IONIC UNICORN,Bulk carrier,2021-03-23,2022-06-30,3.91
9747508,FENG XIU HAI,Bulk carrier,2021-04-23,2022-06-30,3.88
9747510,FENG MAO HAI,Bulk carrier,2021-04-23,2022-06-30,3.78
9747522,FENG HE HAI,Bulk carrier,2021-04-23,2022-06-30,3.86
9747534,FENG LI HAI,Bulk carrier,2021-04-22,2022-06-30,3.83
9747546,JING JIN HAI,Bulk carrier,2021-04-28,2022-06-30,3.41
9747558,JING LU HAI,Bulk carrier,2021-04-28,2022-06-30,3.48
9747962,CAPRICORN SIGMA,Bulk carrier,2021-04-15,2022-06-30,2.54
9747974,TERN SEA,Chemical tanker,2021-03-31,2022-06-30,6.77
9747986,TERN OCEAN,Chemical tanker,2021-03-31,2022-06-30,6.54
9748007,PALANCA CADIZ,Chemical tanker,2021-04-29,2022-06-30,10.5
9748033,CRIMSON KINGDOM,Bulk carrier,2021-03-29,2022-06-30,3.4
9748045,MG HAMMOND,Bulk carrier,2021-04-30,2022-06-30,3.34
9748069,ULTRA TRUST,Bulk carrier,2021-05-02,2022-06-30,4.11
9748083,ULTRA INTEGRITY,Bulk carrier,2021-02-04,2022-06-30,4.16
9748124,SANTA FRANCESCA,Bulk carrier,2021-04-30,2022-06-30,4.15
9748265,PUMA,Bulk carrier,2021-04-26,2022-06-30,5.04
9748277,PANDA,Bulk carrier,2021-04-26,2022-06-30,5.25
9748289,BROOKLANDS,Vehicle carrier,2021-04-21,2022-06-30,15.9
9748291,DONINGTON,Vehicle carrier,2021-04-21,2022-06-30,15.9
9748370,SHARP ISLAND,Bulk carrier,2021-04-05,2022-06-30,4.22
9748679,NORDIC STAR,Oil tanker,2021-06-29,2022-06-30,2.71
9748681,NORDIC SPACE,Oil tanker,2021-05-20,2022-06-30,2.64
9748784,SHANDONG FU REN,Bulk carrier,2021-04-27,2022-06-30,3.57
9748796,SHANDONG FU ZHI,Bulk carrier,2021-04-27,2022-06-30,3.55
9748801,SHANDONG FU YI,Bulk carrier,2021-04-27,2022-06-30,3.51
9748813,SHANDONG FU XIN,Bulk carrier,2021-04-27,2022-06-30,3.53
9748904,GASLOG HONG KONG,LNG carrier,2021-04-20,2022-06-30,4.71
9749245,STH SYDNEY,Bulk carrier,2021-04-28,2022-06-30,4.15
9749257,STH TOKYO,Bulk carrier,2021-06-25,2022-06-30,4.01
9749300,IONIC PRIDE,Bulk carrier,2021-06-04,2022-06-30,3.46
9749324,ALFRED N,Chemical tanker,2021-04-19,2022-06-30,5.71
9749336,LOUIS P,Chemical tanker,2021-04-16,2022-06-30,5.74
9749350,LINUS P,Chemical tanker,2021-04-22,2022-06-30,5.83
9749362,WILLARD J,Chemical tanker,2021-04-22,2022-06-30,5.87
9749374,OTTO H,Chemical tanker,2021-04-22,2022-06-30,5.67
9749386,MTM NEW YORK,Chemical tanker,2021-07-16,2022-06-30,5.53
9749489,APACHE,Oil tanker,2021-05-24,2022-06-30,2.91
9749491,CHEROKEE,Oil tanker,2021-05-24,2022-06-30,2.95
9749506,SPEEDWAY,Oil tanker,2021-05-24,2022-06-30,3.01
9749518,RUNNER,Oil tanker,2021-05-24,2022-06-30,2.9
9749532,DONG-A THETIS,Oil tanker,2021-08-06,2022-06-30,3.02
9749544,DONG-A MAIA,Oil tanker,2021-08-06,2022-06-30,3.0
9749556,BALLA,Oil tanker,2021-09-03,2022-06-30,2.99
9749568,GLOVIS SUN,Vehicle carrier,2021-04-27,2022-06-30,15.9
9749570,GLOVIS STELLA,Vehicle carrier,2021-04-27,2022-06-30,15.7
9749582,GLOVIS SIRIUS,Vehicle carrier,2021-04-27,2022-06-30,15.8
9749594,GLOVIS SPRING,Vehicle carrier,2021-04-27,2022-06-30,15.6
9749685,FAIRCHEM KATANA,Chemical tanker,2021-05-05,2022-06-30,7.07
9749697,RADIANT RAY,Chemical tanker,2021-05-14,2022-06-30,7.05
9749738,BULK ELECTRA,Bulk carrier,2021-06-30,2022-06-30,3.84
9749790,STAR PLOEG,Chemical tanker,2021-04-27,2022-06-30,6.97
9749829,CORATO,Bulk carrier,2021-10-05,2022-06-30,3.55
9749855,AMADEUS,Bulk carrier,2021-08-04,2022-06-30,3.53
9749960,SINLAU BULKER,Bulk carrier,2021-03-31,2022-06-30,5.42
9749972,FW ADVENTURER,Bulk carrier,2021-02-04,2022-06-30,5.4
9750036,VITA KOUAN,Bulk carrier,2021-05-26,2022-06-30,3.88
9750050,DILIGENT WARRIOR,Oil tanker,2021-11-05,2022-06-30,3.02
9750062,FAITHFUL WARRIOR,Oil tanker,2021-11-05,2022-06-30,3.0
9750220,PAN ASIA,LNG carrier,2021-03-30,2022-06-30,6.5
9750232,PAN AMERICAS,LNG carrier,2021-03-30,2022-06-30,6.5
9750244,PAN EUROPE,LNG carrier,2021-03-30,2022-06-30,6.43
9750309,EVER GRACE,Bulk carrier,2021-04-14,2022-06-30,3.38
9750921,BERGE GROSSGLOCKNER,Bulk carrier,2021-04-03,2022-06-30,2.34
9750933,BERGE TOUBKAL,Bulk carrier,2021-04-03,2022-06-30,2.35
9750957,BERGE OLYMPUS,Bulk carrier,2021-04-03,2022-06-30,2.33
9750983,STELLA NORA,Bulk carrier,2021-03-31,2022-06-30,2.43
9751016,OU MAY,Bulk carrier,2021-05-25,2022-06-30,2.31
9751224,SAVITREE NAREE,Bulk carrier,2021-09-04,2022-06-30,3.93
9751286,JIAN GUO HAI,Bulk carrier,2021-04-22,2022-06-30,4.79
9751298,FU XING HAI,Bulk carrier,2021-04-22,2022-06-30,4.67
9751303,AN DING HAI,Bulk carrier,2021-04-22,2022-06-30,4.74
9751315,DE SHENG HAI,Bulk carrier,2021-04-22,2022-06-30,4.57
9751327,NING JING HAI,Bulk carrier,2021-04-23,2022-06-30,3.89
9751339,NING YUE HAI,Bulk carrier,2021-04-22,2022-06-30,3.88
9751341,NING TAI HAI,Bulk carrier,2021-04-22,2022-06-30,3.86
9751365,LV SONG HAI,Bulk carrier,2021-04-27,2022-06-30,4.65
9751377,XIU YU HAI,Bulk carrier,2021-04-26,2022-06-30,4.79
9751406,TARANAKI SUN,Chemical tanker,2021-03-30,2022-06-30,4.57
9752010,BOW CAPRICORN,Chemical tanker,2021-04-20,2022-06-30,5.36
9752022,SC DRACO,Chemical tanker,2021-04-26,2022-06-30,5.21
9752034,BOW GEMINI,Chemical tanker,2021-04-20,2022-06-30,5.34
9752046,BOW HERCULES,Chemical tanker,2021-07-04,2022-06-30,5.21
9752151,ARMONIA A,Bulk carrier,2021-03-20,2022-06-30,3.56
9752199,STELLA TESS,Bulk carrier,2021-04-27,2022-06-30,2.34
9752395,AMARTHEA,Oil tanker,2021-10-05,2022-06-30,3.14
9752498,GABDULLA TUKAY,Chemical tanker,2021-10-08,2022-06-30,16.24
9752797,ALFA ALANDIA,Oil tanker,2021-10-03,2022-06-30,3.32
9753002,MARAN ARTEMIS,Oil tanker,2021-04-28,2022-06-30,2.14
9753260,SUMATRA,Bulk carrier,2021-09-04,2022-06-30,4.77
9753272,NEWCHANG,Bulk carrier,2021-10-05,2022-06-30,4.8
9753284,BERGE GALDHOPIGGEN,Bulk carrier,2021-04-03,2022-06-30,4.73
9753296,NINGHAI,Bulk carrier,2021-08-04,2022-06-30,4.73
9753387,STRATEGIC FORTITUDE,Bulk carrier,2021-06-30,2022-06-30,5.35
9753545,PRUDENT WARRIOR,Oil tanker,2021-11-05,2022-06-30,3.0
9753557,RELIABLE WARRIOR,Oil tanker,2021-11-05,2022-06-30,2.84
9753674,NAVIG8 TURQUOISE,Chemical tanker,2021-04-16,2022-06-30,4.22
9753686,NAVIG8 TOPAZ,Chemical tanker,2021-04-28,2022-06-30,4.21
9753698,NAVIG8 TOURMALINE,Chemical tanker,2021-04-29,2022-06-30,4.17
9753791,BOW AQUARIUS,Chemical tanker,2021-04-20,2022-06-30,5.21
9754082,INTERLINK AFFINITY,Bulk carrier,2021-04-22,2022-06-30,4.49
9754094,INTERLINK AUDACITY,Bulk carrier,2021-04-22,2022-06-30,4.5
9754161,INTERLINK ETERNITY,Bulk carrier,2021-04-30,2022-06-30,4.88
9754410,FRIGG W,General cargo ship,2021-04-27,2022-06-30,10.65
9754422,FREYJA W,General cargo ship,2021-04-30,2022-06-30,10.8
9754434,SIF W,General cargo ship,2021-04-30,2022-06-30,10.7
9754446,SIGYN W,General cargo ship,2021-04-30,2022-06-30,10.63
9754903,RUEN,Bulk carrier,2021-05-27,2022-06-30,4.88
9754915,RILA,Bulk carrier,2021-05-27,2022-06-30,4.88
9754927,ROJEN,Bulk carrier,2021-05-27,2022-06-30,4.82
9754953,MSC DITTE,Container ship,2021-10-03,2022-06-30,7.97
9754965,MSC REEF,Container ship,2021-10-03,2022-06-30,7.95
9754991,NEW LONDON EAGLE,Bulk carrier,2021-03-23,2022-06-30,4.94
9755191,MSC ERICA,Container ship,2021-04-18,2022-06-30,8.01
9755464,HONEY ISLAND,Bulk carrier,2021-05-20,2022-06-30,4.06
9755646,ECO ICE,Gas carrier,2021-04-20,2022-06-30,8.73
9755658,ECO FREEZE,Gas carrier,2021-04-20,2022-06-30,8.76
9755684,NEWYORK HARMONY,Bulk carrier,2021-05-13,2022-06-30,5.03
9755725,THE JUDGE,Chemical tanker,2021-04-29,2022-06-30,6.08
9755749,BERGE HALLASAN,Bulk carrier,2021-12-04,2022-06-30,5.53
9755842,PEGASUS,Bulk carrier,2021-04-30,2022-06-30,5.05
9755933,MSC DIANA,Container ship,2021-04-14,2022-06-30,7.83
9755945,MSC INGY,Container ship,2021-02-03,2022-06-30,7.82
9755957,MSC ELOANE,Container ship,2021-04-14,2022-06-30,7.95
9756092,SEATRADE WHITE,Container ship,2021-04-23,2022-06-30,15.13
9756107,SEATRADE BLUE,Container ship,2021-04-22,2022-06-30,15.21
9756236,STAR KARLIE,Bulk carrier,2021-05-20,2022-06-30,2.34
9756250,MAESTRO SAPPHIRE,Bulk carrier,2021-05-03,2022-06-30,5.37
9756274,MANOLATES,Chemical tanker,2021-03-20,2022-06-30,4.9
9756626,DESERT HARRIER,Bulk carrier,2021-04-29,2022-06-30,3.94
9756729,MSC AVNI,Container ship,2021-04-26,2022-06-30,10.7
9756731,MSC CARLOTTA,Container ship,2021-04-28,2022-06-30,10.64
9757022,AQUAPISCES,Bulk carrier,2021-06-04,2022-06-30,4.08
9757034,AQUATAURUS,Bulk carrier,2021-04-26,2022-06-30,4.11
9757187,MILANO BRIDGE,Container ship,2021-04-21,2022-06-30,8.26
9757216,YM WISDOM,Container ship,2021-04-30,2022-06-30,8.52
9757228,YM WARRANTY,Container ship,2021-04-30,2022-06-30,8.45
9757230,YM WELLSPRING,Container ship,2021-04-30,2022-06-30,8.6
9757254,PALANCA MIAMI,Chemical tanker,2021-04-29,2022-06-30,6.15
9757797,ULTRA FITZ ROY,Bulk carrier,2021-04-03,2022-06-30,5.51
9757802,REIWA BREEZE,Bulk carrier,2021-01-25,2022-06-30,5.44
9757826,ULTRA CRIMSON,Bulk carrier,2021-03-29,2022-06-30,4.17
9757840,COSCO SHIPPING HIMALAYAS,Container ship,2021-04-26,2022-06-30,8.27
9757864,COSCO SHIPPING ALPS,Container ship,2021-04-26,2022-06-30,8.27
9757876,COSCO SHIPPING DENALI,Container ship,2021-04-26,2022-06-30,8.31
9757888,COSCO SHIPPING ANDES,Container ship,2021-04-26,2022-06-30,8.31
9757890,RED ORCHID,Bulk carrier,2021-04-30,2022-06-30,3.83
9757929,AKRA,Bulk carrier,2021-07-05,2022-06-30,3.87
9757967,CHEMROAD SAKURA,Chemical tanker,2021-07-04,2022-06-30,5.03
9757981,SIRIUS HIGHWAY,Vehicle carrier,2021-04-21,2022-06-30,14.4
9757993,OLYMPIAN HIGHWAY,Vehicle carrier,2021-12-03,2022-06-30,14.4
9758026,CHEMSTAR RIVER,Chemical tanker,2021-04-28,2022-06-30,6.86
9758038,FAIRCHEM TRIUMPH,Chemical tanker,2021-04-20,2022-06-30,7.27
9758064,BW TULIP,LNG carrier,2021-04-22,2022-06-30,3.96
9758076,BW LILAC,LNG carrier,2021-05-27,2022-06-30,3.94
9758090,FAIRCHEM SUCCESS,Chemical tanker,2021-04-15,2022-06-30,7.32
9758129,GENCO COLUMBIA,Bulk carrier,2021-07-21,2022-06-30,3.71
9758131,SEA PIONEER,Bulk carrier,2021-04-26,2022-06-30,4.08
9758143,AMSTEL STORK,Bulk carrier,2021-04-19,2022-06-30,3.65
9758387,INDIGO ACE,Bulk carrier,2021-01-03,2022-06-30,3.56
9758428,ULTRA LEOPARD,Bulk carrier,2021-04-30,2022-06-30,3.54
9758466,PINCHAT,Bulk carrier,2021-04-15,2022-06-30,3.55
9758571,HUA SHENG HAI,Bulk carrier,2021-04-22,2022-06-30,3.69
9758583,HUA XING HAI,Bulk carrier,2021-04-22,2022-06-30,3.68
9759252,MARVEL PELICAN,LNG carrier,2021-04-22,2022-06-30,5.96
9759680,PORT VERA CRUZ,Bulk carrier,2021-06-28,2022-06-30,3.67
9759745,FRONT CHALLENGER,Oil tanker,2021-04-26,2022-06-30,2.63
9759757,FRONT CROWN,Oil tanker,2021-04-26,2022-06-30,2.64
9759769,FRONT CLASSIC,Oil tanker,2021-04-26,2022-06-30,2.63
9759771,FRONT CLIPPER,Oil tanker,2021-04-26,2022-06-30,2.6
9759795,SEARUBY,Oil tanker,2021-04-26,2022-06-30,3.06
9759800,SEARANGER,Oil tanker,2021-04-26,2022-06-30,2.99
9760055,CHRISTINA,Bulk carrier,2021-04-28,2022-06-30,3.88
9760067,SBI POSEIDON,Bulk carrier,2021-03-31,2022-06-30,3.88
9760079,SBI APOLLO,Bulk carrier,2021-03-31,2022-06-30,3.91
9760110,NORD BOSPORUS,Bulk carrier,2021-04-15,2022-06-30,3.93
9760225,STI PRESTIGE,Oil tanker,2021-09-04,2022-06-30,3.77
9760495,NORTH SEA,Oil tanker,2021-12-05,2022-06-30,3.29
9760500,SOLOMON SEA,Oil tanker,2021-11-05,2022-06-30,3.2
9760548,DIVA,Chemical tanker,2021-04-28,2022-06-30,5.15
9760562,FANFARE,Chemical tanker,2021-02-25,2022-06-30,5.23
9760768,MARVEL FALCON,LNG carrier,2021-11-03,2022-06-30,4.76
9760770,MARVEL HAWK,LNG carrier,2021-04-29,2022-06-30,4.72
9760782,MARVEL KITE,LNG carrier,2021-04-13,2022-06-30,4.76
9761164,NAVIGATOR LUGA,Gas carrier,2021-01-05,2022-06-30,9.95
9761176,NAVIGATOR YAUZA,Gas carrier,2021-01-05,2022-06-30,10.1
9761322,PINDOS,Bulk carrier,2021-03-22,2022-06-30,4.12
9761334,ATHOS,Bulk carrier,2021-03-22,2022-06-30,4.11
9761358,MARAN HELIOS,Oil tanker,2021-04-28,2022-06-30,2.78
9761360,MARAN HERCULES,Oil tanker,2021-04-28,2022-06-30,2.72
9761451,MEDALTA ADVENTURER,Chemical tanker,2021-04-21,2022-06-30,5.84
9761516,LOIRE,Oil tanker,2021-04-30,2022-06-30,2.64
9761528,NAMSEN,Oil tanker,2021-09-03,2022-06-30,2.65
9761889,GOOD LUCK,Bulk carrier,2021-05-25,2022-06-30,5.16
9762326,MSC JADE,Container ship,2021-03-15,2022-06-30,7.9
9762338,MSC MIRJA,Container ship,2021-02-03,2022-06-30,8.05
9762340,MSC TINA,Container ship,2021-03-25,2022-06-30,8.07
9762364,ARTEMISSIO,Bulk carrier,2021-03-22,2022-06-30,3.62
9762481,MYKONOS DAWN,Bulk carrier,2021-04-30,2022-06-30,4.83
9762493,BULK TRADER,Bulk carrier,2021-07-15,2022-06-30,4.82
9762601,PENELOPE I,Bulk carrier,2021-04-29,2022-06-30,3.54
9762845,OLITA,Bulk carrier,2021-04-29,2022-06-30,4.0
9762857,BELITA,Bulk carrier,2021-04-29,2022-06-30,4.07
9762871,TRAMMO STANTON,Bulk carrier,2021-04-28,2022-06-30,4.74
9762883,TRAMMO BAUMANN,Bulk carrier,2021-04-28,2022-06-30,4.72
9762900,RELIABLE,Bulk carrier,2021-04-28,2022-06-30,4.67
9762912,TRAMMO LAOURA,Bulk carrier,2021-04-28,2022-06-30,4.73
9762998,ECO SEAS,Oil tanker,2021-06-05,2022-06-30,2.13
9763033,SEASURFER,Gas carrier,2021-03-23,2022-06-30,7.5
9763045,SEASPEED,Gas carrier,2021-08-04,2022-06-30,7.4
9763332,ASPHALT SPLENDOR,Oil tanker,2021-04-27,2022-06-30,5.3
9763655,VISBORG,Ro-pax ship,2021-03-31,2022-06-30,24.0
9763693,NORDRUBICON,Bulk carrier,2021-07-05,2022-06-30,5.08
9763708,NORDCOLORADO,Bulk carrier,2021-10-05,2022-06-30,5.04
9763710,DELPHIS BOTHNIA,Container ship,2021-07-05,2022-06-30,15.92
9763722,DELPHIS FINLAND,Container ship,2021-05-04,2022-06-30,15.86
9763875,TOP GRACE,Bulk carrier,2021-04-26,2022-06-30,3.88
9763904,SBI PARAPARA,Bulk carrier,2021-03-31,2022-06-30,3.55
9763916,SBI MAZURKA,Bulk carrier,2021-03-31,2022-06-30,3.55
9764075,MEDI NAGOYA,Bulk carrier,2021-10-03,2022-06-30,3.5
9764087,AQUAGRACE,Bulk carrier,2021-03-02,2022-06-30,3.53
9764491,STOLT MAPLE,Chemical tanker,2021-04-13,2022-06-30,4.8
9764506,STOLT PALM,Chemical tanker,2021-04-13,2022-06-30,4.84
9765017,SEAROVER,Oil tanker,2021-04-26,2022-06-30,3.01
9765029,SEARUNNER,Oil tanker,2021-04-26,2022-06-30,3.01
9765354,RS TARA,Oil tanker,2021-08-05,2022-06-30,2.72
9765378,RS AURORA,Oil tanker,2021-08-05,2022-06-30,2.75
9765550,GLOBE ATLAS,Gas carrier,2021-04-19,2022-06-30,5.91
9765562,GAS STELLA,Gas carrier,2021-03-19,2022-06-30,5.93
9765603,AQUALIBRA,Bulk carrier,2021-06-04,2022-06-30,3.56
9765706,RB JAKE,Bulk carrier,2021-04-28,2022-06-30,3.27
9765847,STAR SPIRIT,Refrigerated cargo carrier,2021-04-03,2022-06-30,18.5
9765859,STAR COURAGE,Refrigerated cargo carrier,2021-05-03,2022-06-30,18.5
9765861,COOL SPIRIT,Refrigerated cargo carrier,2021-08-04,2022-06-30,18.1
9765873,BALTIC SPIRIT,Refrigerated cargo carrier,2021-04-03,2022-06-30,18.0
9766140,MUSA DZHALIL,Chemical tanker,2021-07-20,2022-06-30,14.73
9766164,FEDERAL ALSTER,General cargo ship,2021-05-26,2022-06-30,4.73
9766176,FEDERAL RUHR,General cargo ship,2021-01-06,2022-06-30,4.69
9766188,FEDERAL MOSEL,General cargo ship,2021-05-26,2022-06-30,4.59
9766205,BW TAGUS,Oil tanker,2021-04-28,2022-06-30,4.16
9766217,BW NILE,Oil tanker,2021-04-28,2022-06-30,4.21
9766229,BW YARRA,Oil tanker,2021-04-28,2022-06-30,4.19
9766358,SEA FALCON,Bulk carrier,2021-04-13,2022-06-30,5.01
9766530,BRITISH PARTNER,LNG carrier,2021-04-30,2022-06-30,4.45
9766554,BRITISH CONTRIBUTOR,LNG carrier,2021-03-24,2022-06-30,4.43
9766566,BRITISH LISTENER,LNG carrier,2021-03-23,2022-06-30,4.43
9766578,BRITISH MENTOR,LNG carrier,2021-03-24,2022-06-30,4.43
9766580,BRITISH SPONSOR,LNG carrier,2021-04-28,2022-06-30,4.4
9766657,BALTIC HARMONY,General cargo ship,2021-01-04,2022-06-30,6.65
9766889,PATRIS,LNG carrier,2021-04-30,2022-06-30,4.35
9766906,MARITIME VOYAGER,General cargo ship,2021-07-05,2022-06-30,3.53
9767041,APRILIA,Bulk carrier,2021-06-05,2022-06-30,5.09
9767235,ISLA DE BIOKO,Chemical tanker,2021-04-15,2022-06-30,4.37
9767314,ALCOR,Bulk carrier,2021-11-05,2022-06-30,4.79
9767326,ALCYONE,Bulk carrier,2021-11-05,2022-06-30,4.94
9767338,FRONT VEGA,Oil tanker,2021-08-05,2022-06-30,3.05
